,word,overall_rank,rank_english,rank_japanese,kanji,hiragana,count_english,word_type_japanese
1329,toothbrush,1330,25070,1195,歯ブラシ,はぶらし,1085306,Noun
1330,subtraction,1331,25516,918,引き算,ひきざん,1054691,Verbal Noun
1331,eyebrows,1332,25631,5988,眉毛,まゆげ,1046652,Noun
1332,humid,1333,25920,5880,蒸し暑い,むしあつい,1026485,Adjective
1333,smog,1334,25952,3452,スモッグ,スモッグ,1024498,Noun
1334,affirmation,1335,25989,3401,肯定,こうてい,1022188,Verbal Noun
1335,seniority,1336,26094,4241,年長,ねんちょう,1014348,Adjectival Noun
1336,equator,1337,26098,2194,赤道,せきどう,1014051,Noun
1337,tropics,1338,26150,5254,熱帯,ねったい,1009932,Noun
1338,refreshed,1339,26208,2987,すっきり,すっきり,1005937,Adverb
1339,prefecture,1340,26310,2296,県,けん,998543,Noun
1340,racket,1341,26322,1281,ラケット,ラケット,997700,Noun
1341,submittal,1342,26375,4985,提出,ていしゅつ,994921,Verbal Noun
1342,eel,1343,26981,3128,ウナギ,ウナギ,956144,Noun
1343,neutrality,1344,27136,4639,中立,ちゅうりつ,945285,Verbal Noun
1344,snoring,1345,27141,3336,いびき,いびき,944941,Noun
1345,rooftop,1346,27155,2200,屋上,おくじょう,944071,Noun
1346,foreigner,1347,27320,672,外国人,がいこくじん,933982,Noun
1347,internationalization,1348,27420,2852,国際化,こくさいか,928140,Verbal Noun
1348,boldly,1349,27596,2257,あえて,あえて,918403,Adverb
1349,eyebrow,1350,27661,5987,眉,まゆ,914479,Noun
1350,impatient,1351,27965,3269,せっかち,せっかち,897557,Adjectival Noun
1351,eggplant,1352,28052,1989,茄子,なす,893073,Noun
1352,watermelon,1353,28296,1496,すいか,すいか,880379,Noun
1353,reluctantly,1354,28593,3386,いやいや,いやいや,865419,Adverb
1354,superstition,1355,28924,5469,迷信,めいしん,849215,Noun
1355,midsummer,1356,30039,4707,真夏,まなつ,794561,Noun
1356,sharpness,1357,30484,2513,切れ,きれ,775037,Noun
1357,handshake,1358,30759,1879,握手,あくしゅ,763580,Verbal Noun
1358,radioactivity,1359,31669,5540,放射能,ほうしゃのう,726795,Noun
1359,puncture,1360,31810,4742,パンク,パンク,721038,Verbal Noun
1360,ashtray,1361,32215,1818,灰皿,はいざら,706842,Noun
1361,mayonnaise,1362,32621,5359,マヨネーズ,マヨネーズ,692896,Noun
1362,yawn,1363,32664,1676,あくび,あくび,691112,Verbal Noun
1363,inconvenient,1364,32934,772,不便,ふべん,681396,Adjectival Noun
1364,seawater,1365,33334,2056,海水,かいすい,667633,Noun
1365,takeoff,1366,33962,5229,離陸,りりく,646648,Verbal Noun
1366,shrinkage,1367,34394,5370,縮み,ちぢみ,633197,Noun
1367,guarantor,1368,34781,4905,保証人,ほしょうにん,620937,Noun
1368,impossibility,1369,35967,4290,無理,むり,586554,Noun
1369,flatter,1370,35995,3751,おだてる,おだてる,585847,Verb
1370,quarrel,1371,36034,2045,口げんか,くちげんか,584822,Verbal Noun
1371,eyelid,1372,36573,5832,まぶた,まぶた,570411,Noun
1372,grandchild,1373,36606,1780,孫,まご,569493,Noun
1373,valuables,1374,36618,3169,貴重品,きちょうひん,569237,Noun
1374,betray,1375,37100,3235,裏切る,うらぎる,557182,Verb
1375,shiver,1376,37899,5145,ぶるぶる,ぶるぶる,537359,Adverb
1376,classmate,1377,37947,5515,同級生,どうきゅうせい,536177,Noun
1377,handkerchief,1378,38027,1416,ハンカチ,ハンカチ,534356,Noun
1378,beggar,1379,38160,3965,乞食,こじき,531456,Noun
1379,pronoun,1380,38652,5572,代名詞,だいめいし,519635,Noun
1380,teacup,1381,39979,5691,湯飲み,ゆのみ,490146,Noun
1381,crosswalk,1382,42267,1478,横断歩道,おうだんほどう,444549,Noun
1382,wobble,1383,43135,1601,ぐらぐら,ぐらぐら,428530,Adverb
1383,intonation,1384,43475,3352,イントネーション,イントネーション,422533,Noun
1384,fainting,1385,44199,3622,気絶,きぜつ,410907,Verbal Noun
1385,sneeze,1386,47754,3502,くしゃみ,くしゃみ,360023,Noun
1386,escalator,1387,47979,1176,エスカレーター,エスカレーター,357466,Noun
1387,ticklish,1388,48122,3518,くすぐったい,くすぐったい,355532,Adjective
1388,errand,1389,48813,4304,使い,つかい,346755,Noun
1389,slimy,1390,48820,5334,ぬるぬる,ぬるぬる,346686,Adverb
1390,commonality,1391,49026,2657,共通,きょうつう,344582,Verbal Noun
1391,chrysanthemum,1392,50627,3953,菊,きく,326128,Noun
1392,bridegroom,1393,51526,5798,花婿,はなむこ,316373,Noun
1393,chopsticks,1394,51733,1993,箸,はし,314019,Noun
1394,exaggerate,1395,52027,2015,大げさ,おおげさ,310913,Adjective
1395,exaggerate,1396,52027,2763,オーバー,オーバー,310913,Verbal Noun
1396,fluently,1397,52438,1751,ぺらぺら,ぺらぺら,306927,Adjectival Noun
1397,kabuki,1398,53461,3971,歌舞伎,かぶき,296825,Noun
1398,raincoat,1399,54813,1756,レインコート,レインコート,284937,Noun
1399,adverb,1400,55669,5571,副詞,ふくし,277019,Noun
1400,grumble,1401,57408,5139,ぶつぶつ,ぶつぶつ,262526,Adverb
1401,laver,1402,62004,5981,海苔,のり,229347,Noun
1402,memorization,1403,62756,2926,暗記,あんき,224824,Verbal Noun
1403,prefectural,1404,65964,5024,府立,ふりつ,206225,Noun
1404,katakana,1405,66594,375,片仮名,かたかな,202952,Noun
1405,newlywed,1406,68916,2700,新婚,しんこん,190665,Noun
1406,suntan,1407,70620,5491,日焼け,ひやけ,182600,Verbal Noun
1407,rustle,1408,72008,3767,がさがさ,がさがさ,176503,Adverb
1408,hiragana,1409,72546,376,平仮名,ひらがな,174265,Noun
1409,videotaping,1410,74156,5009,録画,ろくが,167691,Verbal Noun
1410,irresponsibility,1411,76055,5046,無責任,むせきにん,160467,Adjectival Noun
1411,derailment,1412,80120,4735,脱線,だっせん,146331,Verbal Noun
1412,overwork,1413,95364,3322,過労,かろう,107730,Noun
1413,pickpocket,1414,111946,3460,すり,すり,81333,Noun
1414,firetruck,1415,120165,1768,消防車,しょうぼうしゃ,71915,Noun
1415,gargling,1416,122057,3718,うがい,うがい,70068,Verbal Noun
1416,accustom,1417,136495,4478,慣らす,ならす,58028,Verb
1417,wastepaper,1418,166983,3977,紙屑,かみくず,41378,Noun
1418,sukiyaki,1419,185191,1659,すき焼き,すきやき,34554,Noun
1419,stationmaster,1420,229393,2173,駅長,えきちょう,24699,Noun
1420,oversleep,1421,322526,5263,寝過ごす,ねすごす,13326,Verb
